id_cliente,genero,idoso,casado,dependentes,meses_cliente,servico_de_telefone,varias_linhas,servico_de_internet,seguranca_online,backup_online,protecao_de_dispositivo,suporte_tecnico,tv,streaming_de_filmes,contrato,fatura_sem_papel,forma_de_pagamento,cobrancas_mensais,custos_totais,cancelou
8819-IMISP,masculino,nao,nao,nao,31,sim,sim,fibra optica,nao,sim,nao,nao,nao,nao,mensal,sim,cheque eletronico,80.45,2429.1,nao
7802-EFKNY,masculino,nao,sim,nao,5,nao,nao,DSL,nao,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,24.95,100.4,sim
8311-UEUAB,feminino,nao,sim,sim,67,sim,sim,DSL,sim,nao,nao,nao,sim,sim,bianual,sim,cheque eletronico,75.5,5229.45,nao
5858-EAFCZ,masculino,nao,nao,nao,1,sim,nao,DSL,nao,nao,nao,nao,nao,nao,mensal,nao,cheque,44.45,44.45,nao
8035-BUYVG,masculino,nao,sim,nao,40,nao,nao,DSL,sim,sim,sim,nao,nao,nao,anual,sim,cheque eletronico,42.35,1716.45,sim
1163-ONYEY,masculino,nao,sim,sim,41,sim,sim,DSL,sim,sim,sim,nao,sim,nao,mensal,sim,cartao de credito,74.55,3023.55,nao
9787-XVQIU,masculino,nao,nao,nao,1,sim,sim,fibra optica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,75.3,75.3,sim
8945-MUQUF,masculino,nao,nao,nao,51,sim,sim,fibra optica,sim,sim,nao,nao,sim,nao,anual,sim,cheque eletronico,94.8,4837.6,sim
5656-MJEFC,masculino,nao,sim,sim,42,nao,nao,DSL,sim,nao,sim,sim,sim,nao,bianual,nao,cartao de credito,48.15,2032.3,nao
6082-OQFBA,masculino,nao,sim,sim,23,sim,nao,nao,nao,nao,nao,nao,nao,nao,anual,nao,cheque,19.65,436.9,nao
8051-HJRLT,feminino,sim,nao,nao,1,sim,nao,fibra optica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,70.55,70.55,sim
8974-OVACP,feminino,nao,nao,nao,1,sim,nao,nao,nao,nao,nao,nao,nao,nao,mensal,nao,cheque,20.15,20.15,nao
4010-YLMVT,feminino,nao,nao,nao,56,sim,sim,fibra optica,sim,sim,nao,nao,sim,sim,mensal,sim,cartao de credito,106.6,5893.95,nao
1379-FRVEB,masculino,nao,nao,sim,15,sim,sim,fibra optica,nao,sim,nao,nao,sim,nao,mensal,sim,cheque eletronico,91.0,1430.05,nao
8612-GXIDD,masculino,nao,sim,sim,12,sim,sim,nao,nao,nao,nao,nao,nao,nao,bianual,sim,transferencia bancaria,25.4,313.0,nao
6288-CHQJB,feminino,nao,sim,sim,54,sim,nao,DSL,sim,nao,sim,sim,nao,sim,bianual,nao,transferencia bancaria,69.95,3871.85,nao
8160-HOWOX,feminino,nao,nao,nao,7,sim,nao,DSL,nao,nao,nao,nao,sim,sim,mensal,sim,cheque eletronico,66.85,458.1,nao
3023-GFLBR,feminino,nao,sim,sim,33,sim,sim,fibra optica,nao,nao,nao,nao,nao,sim,mensal,nao,cartao de credito,86.15,2745.7,sim
6648-INWPS,masculino,nao,sim,sim,16,sim,nao,nao,nao,nao,nao,nao,nao,nao,mensal,nao,cheque eletronico,20.15,341.35,nao
4223-BKEOR,feminino,nao,nao,sim,21,sim,nao,DSL,sim,nao,sim,nao,nao,sim,anual,nao,cheque,64.85,1336.8,nao
4079-VTGLK,masculino,sim,sim,nao,30,sim,sim,DSL,nao,nao,sim,nao,sim,sim,bianual,nao,cheque eletronico,74.85,2181.75,nao
1763-WQFUK,masculino,nao,nao,nao,3,sim,nao,DSL,nao,nao,nao,sim,nao,nao,mensal,sim,cheque,50.5,147.75,nao
1391-UBDAR,masculino,nao,nao,nao,11,sim,nao,fibra optica,nao,nao,sim,nao,nao,nao,mensal,nao,cheque eletronico,72.9,818.45,nao
8894-JVDCV,feminino,nao,nao,nao,62,sim,sim,fibra optica,sim,sim,sim,sim,sim,sim,anual,sim,cartao de credito,115.05,7133.45,nao
2023-VQFDL,masculino,nao,nao,nao,18,sim,nao,nao,nao,nao,nao,nao,nao,nao,mensal,nao,cheque eletronico,19.0,348.8,nao
1345-GKDZZ,masculino,nao,nao,sim,6,sim,nao,nao,nao,nao,nao,nao,nao,nao,mensal,nao,cheque,19.55,128.6,nao
2014-MKGMH,feminino,nao,nao,nao,46,sim,sim,fibra optica,nao,nao,sim,nao,sim,sim,anual,sim,cheque eletronico,101.1,4674.4,nao
5628-FCGYG,masculino,nao,nao,nao,21,sim,sim,fibra optica,nao,nao,nao,nao,nao,sim,mensal,sim,cheque eletronico,84.1,1737.45,nao
2560-WBWXF,masculino,nao,nao,nao,68,sim,sim,nao,nao,nao,nao,nao,nao,nao,bianual,sim,transferencia bancaria,24.15,1498.85,nao
0248-IPDFW,feminino,nao,nao,nao,1,sim,sim,DSL,nao,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,50.1,50.1,nao
7978-DKUQH,feminino,nao,sim,nao,25,sim,nao,fibra optica,nao,nao,sim,nao,nao,nao,mensal,sim,cheque eletronico,74.6,1797.75,nao
4335-UPJSI,feminino,nao,nao,sim,24,sim,nao,nao,nao,nao,nao,nao,nao,nao,bianual,nao,cheque,19.75,498.1,nao
0524-IAVZO,feminino,nao,sim,nao,30,sim,sim,fibra optica,nao,nao,nao,nao,nao,sim,mensal,sim,cheque eletronico,85.0,2624.25,sim
2737-YNGYW,feminino,nao,nao,nao,2,sim,nao,fibra optica,nao,nao,nao,nao,nao,sim,mensal,nao,cheque eletronico,80.55,184.1,sim
1784-EZDKJ,masculino,nao,sim,nao,51,sim,sim,fibra optica,nao,sim,sim,nao,sim,sim,anual,sim,transferencia bancaria,106.8,5498.8,nao
9297-FVVDH,feminino,nao,sim,sim,57,sim,sim,DSL,sim,nao,sim,sim,sim,sim,bianual,sim,cheque eletronico,84.5,4845.4,nao
8007-YYPWD,feminino,nao,nao,nao,15,sim,sim,nao,nao,nao,nao,nao,nao,nao,bianual,nao,transferencia bancaria,25.05,369.1,nao
7101-HRBLJ,feminino,nao,sim,sim,72,sim,nao,DSL,sim,sim,sim,sim,sim,sim,bianual,sim,transferencia bancaria,83.7,6096.9,nao
5159-YFPKQ,feminino,nao,nao,nao,2,sim,nao,fibra optica,nao,nao,sim,nao,nao,nao,mensal,sim,cheque eletronico,75.8,160.75,sim
6635-CPNUN,masculino,nao,sim,nao,28,sim,sim,fibra optica,nao,sim,sim,nao,sim,nao,mensal,nao,cartao de credito,96.6,2684.35,nao
4021-RQSNY,masculino,sim,sim,nao,29,sim,sim,fibra optica,nao,nao,sim,nao,sim,sim,mensal,sim,cheque eletronico,98.5,3004.15,sim
5453-YBTWV,masculino,nao,sim,sim,70,sim,nao,fibra optica,sim,sim,sim,sim,sim,nao,bianual,sim,cartao de credito,101.1,6994.8,nao
5039-LZRQT,feminino,nao,nao,nao,13,sim,nao,nao,nao,nao,nao,nao,nao,nao,anual,nao,cheque,20.2,273.25,nao
2931-VUVJN,feminino,sim,sim,nao,59,sim,sim,fibra optica,sim,sim,sim,sim,nao,nao,anual,sim,cheque eletronico,94.05,5483.9,nao
9061-TIHDA,masculino,sim,sim,nao,13,sim,sim,fibra optica,nao,nao,nao,nao,sim,sim,mensal,sim,cheque eletronico,95.25,1233.65,sim
8699-ASUFO,masculino,sim,sim,nao,7,sim,sim,fibra optica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque,74.4,527.9,sim
6418-PIQSP,feminino,nao,sim,nao,62,sim,nao,DSL,sim,nao,sim,sim,sim,sim,bianual,nao,cheque,81.0,4985.9,nao
8220-OCUFY,feminino,nao,nao,nao,21,sim,nao,DSL,sim,nao,sim,sim,nao,nao,anual,sim,cheque eletronico,60.25,1258.35,nao
3995-WFCSM,feminino,nao,nao,nao,2,sim,nao,DSL,nao,nao,sim,nao,nao,sim,mensal,nao,cheque eletronico,60.85,111.4,nao
1895-QTKDO,feminino,nao,nao,nao,1,sim,nao,DSL,nao,nao,nao,nao,nao,nao,mensal,nao,cartao de credito,43.95,43.95,nao
2038-OEQZH,masculino,nao,nao,nao,4,sim,nao,fibra optica,nao,nao,sim,nao,nao,sim,mensal,nao,cheque eletronico,86.05,308.1,nao
1178-PZGAB,feminino,nao,nao,nao,19,sim,nao,nao,nao,nao,nao,nao,nao,nao,anual,nao,cartao de credito,20.25,383.65,nao
7927-AUXBZ,feminino,nao,nao,nao,30,sim,nao,fibra optica,nao,nao,nao,sim,sim,nao,mensal,nao,cheque eletronico,85.15,2555.9,sim
2626-VEEWG,masculino,nao,sim,sim,67,sim,nao,nao,nao,nao,nao,nao,nao,nao,bianual,sim,cartao de credito,19.4,1284.2,nao
2878-RMWXY,masculino,sim,sim,nao,72,sim,sim,fibra optica,sim,sim,sim,nao,nao,sim,bianual,sim,cartao de credito,102.65,7550.3,nao
1657-DYMBM,masculino,nao,sim,nao,53,sim,nao,nao,nao,nao,nao,nao,nao,nao,bianual,nao,cartao de credito,19.9,1110.05,nao
7311-MQJCH,feminino,nao,nao,nao,5,sim,nao,nao,nao,nao,nao,nao,nao,nao,anual,nao,cheque eletronico,19.55,99.6,nao
7375-WMVMT,masculino,sim,sim,nao,71,sim,nao,fibra optica,nao,sim,sim,sim,nao,sim,bianual,sim,cartao de credito,95.5,6707.15,nao
1136-XGEQU,feminino,nao,sim,sim,50,sim,sim,DSL,nao,sim,sim,sim,sim,sim,anual,sim,cartao de credito,84.15,4164.4,nao
2530-FMFXO,masculino,nao,sim,sim,56,sim,sim,fibra optica,nao,nao,sim,sim,sim,sim,bianual,sim,cheque eletronico,103.2,5873.75,nao
6844-DZKRF,masculino,nao,nao,nao,2,sim,nao,DSL,nao,nao,nao,sim,nao,nao,mensal,sim,cartao de credito,50.2,109.25,nao
4695-WJZUE,feminino,sim,nao,nao,2,sim,sim,fibra optica,nao,nao,sim,nao,nao,sim,mensal,sim,cheque eletronico,88.55,179.25,sim
7619-ODSGN,masculino,nao,sim,sim,24,sim,sim,DSL,sim,nao,nao,nao,nao,nao,mensal,nao,cheque eletronico,54.75,1338.15,sim
5970-GHJAW,masculino,nao,sim,sim,46,sim,nao,nao,nao,nao,nao,nao,nao,nao,bianual,nao,cartao de credito,19.95,862.4,nao
8879-XUAHX,masculino,nao,sim,nao,71,sim,sim,fibra optica,sim,sim,sim,sim,sim,sim,bianual,sim,cheque eletronico,116.25,8564.75,nao
3689-MOZGR,feminino,nao,nao,nao,29,nao,nao,DSL,nao,nao,nao,sim,nao,nao,mensal,sim,cheque eletronico,31.2,926.2,nao
4195-PNGZS,masculino,nao,sim,sim,69,sim,sim,nao,nao,nao,nao,nao,nao,nao,bianual,nao,transferencia bancaria,24.45,1718.2,nao
5003-XZWWO,masculino,nao,sim,nao,71,sim,sim,DSL,nao,sim,sim,sim,sim,sim,bianual,nao,cartao de credito,84.2,5956.85,nao
3988-RQIXO,feminino,sim,nao,nao,1,sim,nao,fibra optica,nao,nao,nao,nao,sim,sim,mensal,sim,cheque eletronico,91.3,91.3,sim
7622-FWGEW,masculino,sim,sim,nao,56,sim,nao,DSL,sim,sim,sim,sim,sim,sim,bianual,sim,transferencia bancaria,85.65,4824.45,nao
6922-NCEDI,masculino,nao,nao,sim,56,sim,nao,nao,nao,nao,nao,nao,nao,nao,anual,sim,cheque,21.2,1238.65,nao
2514-GINMM,masculino,nao,nao,nao,1,sim,nao,fibra optica,nao,nao,nao,nao,sim,nao,mensal,sim,cheque eletronico,79.5,79.5,sim
9891-NQDBD,feminino,nao,sim,nao,28,sim,sim,nao,nao,nao,nao,nao,nao,nao,anual,nao,cheque,25.55,672.2,nao
6131-IUNXN,feminino,nao,sim,sim,19,sim,nao,nao,nao,nao,nao,nao,nao,nao,mensal,nao,cheque,20.2,382.2,nao
8548-AWOFC,masculino,nao,sim,nao,66,sim,sim,DSL,nao,nao,nao,sim,nao,sim,mensal,nao,cheque eletronico,63.85,4264.6,nao
9798-DRYDS,feminino,nao,sim,sim,17,sim,sim,DSL,nao,nao,sim,sim,nao,nao,anual,sim,cheque,61.95,1070.7,nao
8532-UEFWH,masculino,nao,sim,sim,52,sim,sim,nao,nao,nao,nao,nao,nao,nao,bianual,nao,cheque,25.75,1345.85,nao
6296-DDOOR,feminino,nao,nao,nao,19,sim,nao,DSL,nao,sim,nao,nao,sim,nao,anual,nao,cheque eletronico,58.2,1045.25,nao
7951-VRDVK,feminino,nao,nao,nao,36,sim,nao,DSL,sim,sim,sim,sim,sim,sim,anual,nao,transferencia bancaria,85.85,3003.55,nao
5931-FLJJF,masculino,sim,sim,nao,7,sim,nao,fibra optica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque,70.1,467.55,sim
4815-YOSUK,masculino,nao,sim,sim,72,sim,sim,fibra optica,sim,sim,sim,sim,nao,sim,anual,sim,cartao de credito,104.9,7537.5,nao
2659-VXMWZ,masculino,nao,sim,sim,67,sim,sim,fibra optica,sim,sim,sim,nao,sim,sim,anual,sim,cheque eletronico,111.3,7482.1,sim
0380-NEAVX,masculino,sim,nao,nao,34,sim,nao,fibra optica,nao,sim,sim,nao,sim,sim,anual,sim,cheque eletronico,99.85,3343.15,nao
3207-OYBWH,masculino,sim,sim,nao,57,sim,sim,fibra optica,nao,sim,sim,nao,nao,sim,mensal,sim,transferencia bancaria,95.25,5427.05,sim
4285-GYRQC,feminino,nao,sim,nao,7,sim,nao,fibra optica,nao,nao,sim,nao,sim,nao,mensal,sim,cheque eletronico,86.25,587.1,sim
7216-EWTRS,feminino,sim,sim,nao,1,sim,sim,fibra optica,nao,nao,sim,nao,sim,sim,mensal,sim,cheque eletronico,100.8,100.8,sim
4365-MSDYN,masculino,nao,sim,nao,8,sim,nao,nao,nao,nao,nao,nao,nao,nao,mensal,sim,transferencia bancaria,19.55,161.15,nao
7036-TYDEC,feminino,nao,nao,nao,69,sim,sim,fibra optica,nao,nao,sim,sim,sim,sim,bianual,nao,cheque eletronico,104.0,7028.5,nao
5802-ADBRC,feminino,nao,sim,nao,50,sim,sim,fibra optica,sim,nao,sim,nao,sim,sim,anual,sim,cheque,104.4,5232.9,nao
8076-FEZKJ,masculino,nao,nao,nao,10,sim,nao,nao,nao,nao,nao,nao,nao,nao,anual,nao,cheque,19.5,225.85,nao
5197-YPYBZ,feminino,nao,sim,sim,12,sim,sim,nao,nao,nao,nao,nao,nao,nao,bianual,nao,cartao de credito,25.25,274.7,nao
8337-MSSXB,feminino,nao,nao,nao,14,sim,nao,fibra optica,nao,sim,nao,nao,nao,sim,mensal,sim,cheque eletronico,86.3,1180.95,sim
4312-GVYNH,feminino,nao,sim,nao,70,nao,nao,DSL,sim,nao,sim,sim,nao,sim,bianual,sim,transferencia bancaria,49.85,3370.2,nao
8495-LJDFO,feminino,sim,nao,nao,64,sim,sim,fibra optica,sim,nao,sim,sim,sim,sim,mensal,sim,transferencia bancaria,108.95,7111.3,nao
0839-JTCUD,feminino,nao,sim,sim,66,sim,sim,DSL,sim,sim,sim,sim,sim,sim,bianual,nao,cartao de credito,89.9,5958.85,nao
5494-WOZRZ,feminino,nao,sim,sim,71,sim,nao,DSL,sim,nao,sim,sim,sim,sim,bianual,sim,cartao de credito,82.0,5999.85,nao
1302-UHBDD,masculino,sim,nao,nao,20,sim,nao,fibra optica,nao,nao,nao,nao,sim,sim,mensal,nao,cheque eletronico,89.95,1648.45,nao
2234-EOFPT,masculino,nao,sim,nao,72,sim,nao,DSL,sim,sim,nao,sim,sim,sim,bianual,sim,transferencia bancaria,79.35,5753.25,nao
8619-IJNDK,feminino,nao,sim,sim,71,sim,nao,DSL,sim,sim,sim,sim,nao,nao,bianual,nao,cartao de credito,64.05,4492.9,nao
8378-LKJAF,masculino,nao,sim,sim,38,sim,sim,fibra optica,nao,nao,sim,nao,sim,sim,mensal,sim,cartao de credito,101.15,3956.7,nao
8182-BJDSI,feminino,nao,nao,nao,28,sim,sim,fibra optica,nao,sim,nao,nao,nao,sim,mensal,sim,cheque eletronico,89.95,2625.55,sim
2528-HFYZX,masculino,sim,sim,nao,17,sim,nao,fibra optica,nao,sim,nao,nao,nao,nao,mensal,sim,cheque eletronico,76.45,1233.4,sim
1153-GNOLC,masculino,nao,nao,nao,33,nao,nao,DSL,nao,sim,nao,nao,sim,nao,anual,sim,cheque eletronico,39.1,1309.0,nao
3298-QEICA,feminino,nao,sim,sim,23,nao,nao,DSL,sim,nao,nao,sim,nao,nao,bianual,nao,cheque,34.6,813.45,nao
0788-DXBFY,masculino,nao,sim,sim,58,sim,nao,nao,nao,nao,nao,nao,nao,nao,anual,sim,cheque eletronico,19.55,1108.8,nao
3597-YASZG,feminino,sim,sim,nao,70,sim,sim,fibra optica,nao,sim,nao,sim,sim,sim,bianual,sim,transferencia bancaria,104.45,7349.35,nao
3496-LFSZU,masculino,nao,sim,nao,4,sim,nao,fibra optica,nao,nao,nao,nao,nao,nao,mensal,nao,cheque eletronico,70.5,294.2,nao
5242-UOWHD,masculino,nao,sim,sim,45,sim,nao,nao,nao,nao,nao,nao,nao,nao,bianual,nao,cheque,20.35,929.2,nao
2482-CZGBB,masculino,nao,nao,nao,10,sim,nao,fibra optica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,70.0,740.0,sim
6479-SZPLM,masculino,nao,sim,sim,36,sim,nao,nao,nao,nao,nao,nao,nao,nao,bianual,nao,cartao de credito,19.45,754.5,nao
8097-VBQTZ,masculino,nao,nao,nao,54,sim,nao,DSL,sim,sim,nao,sim,sim,nao,mensal,sim,cheque,69.9,3883.3,nao
4500-HKANN,masculino,nao,sim,sim,23,sim,sim,DSL,nao,sim,nao,sim,nao,nao,bianual,nao,cheque,59.7,1414.2,nao
9917-KWRBE,feminino,nao,sim,sim,41,sim,sim,DSL,sim,sim,sim,nao,sim,nao,anual,sim,cartao de credito,78.35,3211.2,nao
3420-ZDBMA,masculino,sim,nao,nao,5,sim,nao,fibra optica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque,71.45,371.6,nao
2212-LYASK,masculino,nao,sim,sim,27,nao,nao,DSL,nao,sim,sim,nao,nao,sim,anual,sim,cartao de credito,45.85,1246.4,nao
1393-IMKZG,feminino,nao,nao,nao,1,sim,nao,fibra optica,nao,nao,nao,sim,sim,sim,mensal,sim,cheque eletronico,95.85,95.85,nao
8069-RHUXK,feminino,nao,sim,sim,67,nao,nao,DSL,sim,nao,nao,sim,nao,nao,bianual,nao,cartao de credito,35.7,2545.7,nao
3398-GCPMU,feminino,sim,sim,sim,72,sim,sim,DSL,sim,sim,sim,sim,sim,sim,bianual,sim,cartao de credito,89.55,6448.85,nao
2908-WGAXL,feminino,nao,sim,sim,56,sim,sim,nao,nao,nao,nao,nao,nao,nao,bianual,sim,cartao de credito,24.95,1468.9,nao
3378-AJRAO,masculino,nao,sim,sim,44,sim,sim,nao,nao,nao,nao,nao,nao,nao,anual,nao,cheque eletronico,24.85,1013.6,nao
1013-QCWAM,feminino,sim,sim,nao,66,sim,sim,fibra optica,nao,sim,nao,nao,sim,sim,mensal,sim,cheque eletronico,100.8,6690.75,nao
0866-QLSIR,feminino,nao,nao,nao,34,sim,sim,DSL,sim,sim,nao,sim,nao,nao,anual,sim,cheque,64.4,2088.75,sim
6050-FFXES,feminino,nao,sim,nao,69,sim,sim,fibra optica,nao,nao,sim,sim,sim,sim,bianual,nao,transferencia bancaria,105.35,7240.65,nao
7181-BQYBV,feminino,nao,sim,sim,1,sim,sim,fibra optica,sim,nao,sim,nao,sim,sim,mensal,sim,cheque eletronico,102.45,102.45,sim
0362-RAOQO,feminino,nao,nao,nao,40,sim,nao,nao,nao,nao,nao,nao,nao,nao,bianual,nao,cartao de credito,19.65,830.25,nao
9554-DFKIC,masculino,nao,sim,sim,30,sim,sim,DSL,sim,nao,nao,nao,nao,nao,mensal,sim,transferencia bancaria,54.45,1588.7,nao
5527-ACHSO,feminino,nao,nao,nao,11,sim,nao,DSL,nao,nao,nao,sim,sim,sim,mensal,nao,cheque,70.5,829.3,nao
0829-DDVLK,feminino,nao,nao,nao,15,sim,nao,nao,nao,nao,nao,nao,nao,nao,anual,nao,cartao de credito,20.1,302.45,nao
1399-UBQIU,masculino,nao,nao,nao,11,sim,nao,DSL,nao,nao,sim,nao,sim,sim,mensal,sim,cheque eletronico,69.35,712.25,nao
1813-JLKWR,feminino,nao,sim,sim,64,sim,nao,nao,nao,nao,nao,nao,nao,nao,anual,nao,transferencia bancaria,19.8,1336.65,nao
0336-PIKEI,masculino,sim,sim,nao,72,sim,nao,DSL,sim,sim,sim,sim,sim,nao,bianual,nao,transferencia bancaria,74.4,5360.75,nao
7322-OCWHC,masculino,sim,sim,nao,72,sim,sim,fibra optica,sim,sim,sim,sim,nao,nao,bianual,sim,transferencia bancaria,93.05,6735.05,nao
9537-VHDTA,feminino,nao,nao,sim,1,sim,nao,DSL,sim,nao,nao,nao,nao,nao,mensal,nao,cheque,51.2,51.2,nao
4957-TIALW,feminino,nao,nao,sim,15,sim,nao,DSL,sim,sim,sim,sim,nao,nao,anual,nao,cartao de credito,65.6,1010.0,nao
2054-PJOCK,feminino,nao,nao,nao,60,sim,sim,DSL,nao,nao,sim,sim,sim,sim,anual,nao,cartao de credito,80.55,4847.05,nao
9150-HEPMB,masculino,nao,nao,nao,56,sim,nao,DSL,sim,nao,sim,nao,nao,nao,anual,nao,cheque,52.7,3019.7,nao
9030-QGZNL,feminino,nao,nao,nao,8,sim,nao,nao,nao,nao,nao,nao,nao,nao,bianual,nao,cheque,20.85,161.65,nao
6204-IEUXJ,feminino,nao,nao,nao,3,sim,nao,fibra optica,nao,nao,sim,sim,nao,nao,mensal,nao,cartao de credito,80.1,217.55,sim
3126-WQMGH,feminino,nao,sim,nao,49,sim,sim,DSL,nao,nao,nao,nao,nao,nao,mensal,sim,cartao de credito,52.15,2583.75,nao
4529-CKBCL,feminino,nao,nao,nao,2,sim,nao,fibra optica,nao,nao,nao,nao,sim,nao,mensal,sim,cheque eletronico,80.2,146.05,sim
2506-CLAKW,feminino,nao,nao,nao,6,sim,nao,fibra optica,sim,sim,sim,sim,nao,sim,mensal,sim,transferencia bancaria,98.15,567.45,sim
7176-WRTNX,masculino,nao,nao,nao,70,sim,sim,fibra optica,sim,sim,sim,sim,sim,sim,bianual,sim,transferencia bancaria,114.95,7711.25,nao
1583-IHQZE,masculino,nao,nao,nao,12,sim,sim,fibra optica,nao,sim,sim,sim,sim,sim,mensal,sim,cheque,112.95,1384.75,sim
5732-IKGQH,masculino,sim,sim,nao,52,sim,nao,fibra optica,sim,nao,sim,sim,sim,sim,anual,sim,transferencia bancaria,104.45,5481.25,nao
9239-GZHZE,feminino,nao,sim,nao,72,sim,sim,fibra optica,sim,sim,sim,sim,sim,sim,bianual,sim,cartao de credito,113.65,8124.2,nao
7205-BAIAD,feminino,nao,nao,nao,40,sim,nao,nao,nao,nao,nao,nao,nao,nao,bianual,sim,transferencia bancaria,20.6,827.3,nao
0151-ONTOV,feminino,nao,nao,nao,1,sim,nao,fibra optica,nao,nao,nao,nao,nao,nao,mensal,nao,cheque,70.9,70.9,sim
4140-MUHUG,feminino,sim,nao,nao,3,sim,nao,fibra optica,nao,nao,sim,nao,sim,nao,mensal,sim,cheque eletronico,86.85,220.95,sim
0093-EXYQL,feminino,sim,nao,nao,40,sim,nao,fibra optica,nao,nao,nao,nao,sim,sim,mensal,sim,cheque eletronico,91.55,3673.6,nao
8064-RAVOH,masculino,nao,nao,sim,1,sim,nao,DSL,nao,nao,sim,nao,nao,nao,mensal,sim,cheque eletronico,49.85,49.85,nao
0219-QAERP,masculino,nao,sim,nao,30,sim,nao,nao,nao,nao,nao,nao,nao,nao,anual,nao,cartao de credito,19.8,576.65,nao
0320-JDNQG,masculino,nao,sim,sim,23,sim,nao,fibra optica,sim,nao,nao,sim,sim,sim,mensal,sim,cheque eletronico,99.85,2331.3,sim
7180-PISOG,masculino,nao,sim,sim,1,sim,sim,fibra optica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,74.5,74.5,sim
9168-INPSZ,feminino,sim,sim,nao,44,sim,sim,fibra optica,nao,nao,sim,sim,sim,sim,mensal,nao,cheque eletronico,104.15,4495.65,nao
3571-RFHAR,masculino,nao,nao,nao,65,sim,sim,fibra optica,nao,sim,sim,sim,sim,sim,mensal,sim,cheque eletronico,109.15,6941.2,sim
0015-UOCOJ,feminino,sim,nao,nao,7,sim,nao,DSL,sim,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,48.2,340.35,nao
5334-AFQJB,masculino,sim,nao,nao,72,sim,sim,nao,nao,nao,nao,nao,nao,nao,bianual,sim,cartao de credito,25.1,1789.9,nao
2754-SDJRD,feminino,sim,nao,nao,8,sim,sim,fibra optica,nao,nao,nao,sim,sim,sim,mensal,sim,cartao de credito,100.15,908.55,nao
9578-VRMNM,feminino,nao,nao,nao,16,sim,sim,DSL,nao,nao,sim,nao,nao,sim,mensal,sim,cartao de credito,65.2,1043.35,sim
1587-FKLZB,masculino,sim,sim,sim,66,sim,sim,fibra optica,nao,nao,sim,nao,sim,sim,mensal,sim,cartao de credito,99.5,6822.15,sim
6140-QNRQQ,masculino,nao,nao,nao,1,sim,nao,fibra optica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque,71.55,71.55,sim
8963-JLGJT,masculino,nao,nao,sim,3,sim,nao,DSL,sim,nao,sim,nao,nao,nao,mensal,nao,cheque,55.9,157.55,nao
4307-KTUMW,masculino,nao,sim,nao,53,sim,sim,fibra optica,sim,nao,sim,nao,nao,sim,mensal,nao,cheque eletronico,93.9,5029.2,sim
1465-LNTLJ,masculino,sim,sim,nao,8,sim,nao,DSL,nao,nao,sim,sim,nao,sim,mensal,sim,cartao de credito,64.4,581.7,nao
5440-FLBQG,masculino,sim,sim,nao,69,sim,sim,fibra optica,nao,sim,sim,sim,sim,sim,bianual,sim,transferencia bancaria,108.4,7318.2,sim
2135-DQWAQ,feminino,nao,nao,nao,5,sim,nao,fibra optica,nao,sim,nao,nao,sim,nao,mensal,sim,cheque,85.3,420.45,nao
4056-QHXHZ,feminino,nao,sim,sim,72,sim,sim,fibra optica,sim,nao,sim,sim,sim,sim,bianual,nao,cheque,107.45,7576.7,nao
7470-MCQTK,feminino,nao,sim,nao,13,nao,nao,DSL,nao,nao,sim,nao,sim,sim,mensal,sim,transferencia bancaria,48.75,633.4,sim
7488-MXJIV,feminino,nao,nao,nao,4,sim,sim,fibra optica,nao,nao,nao,nao,sim,nao,mensal,sim,cheque eletronico,85.65,321.65,sim
7401-JIXNM,feminino,nao,sim,sim,54,sim,sim,DSL,sim,sim,sim,sim,sim,sim,bianual,nao,cartao de credito,91.3,4965.0,nao
9339-FIIJL,masculino,nao,sim,nao,72,sim,sim,DSL,nao,sim,sim,sim,sim,sim,bianual,nao,transferencia bancaria,85.95,6151.9,nao
2027-FECZV,masculino,nao,nao,nao,12,sim,sim,fibra optica,nao,sim,sim,nao,sim,sim,mensal,sim,cheque eletronico,106.7,1253.9,sim
2672-DZUOY,masculino,nao,nao,nao,1,nao,nao,DSL,nao,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,25.15,25.15,sim
4706-DGAHW,masculino,sim,nao,nao,1,sim,nao,DSL,nao,nao,nao,nao,nao,nao,mensal,nao,cheque eletronico,45.2,45.2,nao
3870-MQAMG,feminino,nao,sim,nao,54,sim,sim,fibra optica,nao,sim,sim,sim,sim,sim,anual,nao,cheque eletronico,110.35,5893.15,sim
6670-MFRPK,masculino,nao,sim,sim,69,sim,sim,fibra optica,nao,nao,sim,nao,nao,nao,bianual,sim,cartao de credito,79.2,5420.65,nao
6177-PEVRA,feminino,nao,nao,nao,48,sim,nao,DSL,sim,sim,nao,nao,nao,nao,bianual,nao,cartao de credito,55.5,2627.35,nao
